Rep Detail Report V2: Susan Gray,,,,,,,,,,,,,,,
Generated: 2026-01-07 14:11:42,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Before_Accounts,Before_SF_Ex_BI,Before_Rev_2024,Before_Rev_2025,Accounts_Moved_In,Accounts_Moved_Out,Net_Account_Change,Account_Change_Pct,Rev_Moved_In,Rev_Moved_Out,Net_Rev_Change,Revenue_Change_Pct,After_Accounts,After_Rev_2025,Floor_Exception_Accounts,Floor_Exception_Rev,SF_Ex_BI_Accounts,Zero_Rev_Accounts,Zero_Rev_New_2025,Accounts_Redirected_Territory,Rev_Redirected_Territory,Accounts_Redirected_Floor_Active,Rev_Redirected_Floor_Active,Accounts_Redirected_Floor_Dormant,Rev_Redirected_Floor_Dormant
164,41,838775.52,833953.04,0,77,-77,-46.95,0.0,9928.3,-9928.3,-1.19,87,824024.74,12,6752.3,12,24,2,0,0.0,48,9928.3,29,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
BREAKDOWN BY SEGMENT,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
,Accounts,Revenue,Exceptions,Removed,,,,,,,,,,
Group 1 High Potential: ,8,279258.4,0,0,,,,,,,,,,
Group 1 Medium Potential: ,2,240094.25,0,0,,,,,,,,,,
Group 2 High Potential: ,9,65701.28,0,0,,,,,,,,,,
Group 2 Medium Potential: ,32,225055.56,0,0,,,,,,,,,,
Group 3 High Potential: ,3,1915.0,0,0,,,,,,,,,,
Group 3 Medium Potential: ,7,8379.95,2,0,,,,,,,,,,
Group 3 Low Potential: ,26,3620.3,10,0,,,,,,,,,,
Totals,87,824024.74,12,0,,,,,,,,,,
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
GROUP 1 (HIGH REVENUE) - KEEPING: 10 accounts | $519352.65 revenue,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1037515.0,Nob Hill Style,DESIGN,DESIGN_FIRM,Group 2 High Potential,0.0,3070.0,0,1,TRUE,N,FALSE,FALSE,N
1038050.0,Morgan Trade Co LLC,DESIGN,DESIGNER_INDEPENDENT,Group 2 High Potential,0.0,2998.25,0,3,TRUE,N,FALSE,FALSE,N
1027196.0,"Alana Spears Home, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,2069.0,2889.28,5,3,FALSE,N,FALSE,FALSE,N
1012895.0,"Comfort Homes, LLC",DESIGN,ARCHITECT_BUILDER,Group 2 Medium Potential,0.0,2885.0,0,1,FALSE,N,FALSE,FALSE,N
1010900.0,Summers Flooring and Design,RETAIL,MULTIPLE_LOCATIONS,Group 2 Medium Potential,0.0,2760.96,0,3,FALSE,N,FALSE,FALSE,N
1021559.0,Solstice Cottage Design Co.,DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,0.0,2755.0,0,1,FALSE,N,FALSE,FALSE,N
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - KEEPING: 24 accounts | $7162.95 revenue,,,,,,,,,,,,,,,
(Protected accounts - not flagged for floor removal),,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1003631.0,Spencer Carlson,RETAIL,SINGLE_LOCATION,Group 3 Medium Potential,0.0,2065.0,0,1,FALSE,N,FALSE,FALSE,N
1027502.0,Counterbalance Studio,DESIGN,DESIGN_FIRM,Group 3 High Potential,0.0,1840.0,0,1,TRUE,N,FALSE,FALSE,N
1011764.0,Tiffany Home Design,RETAIL,SINGLE_LOCATION,Group 3 Medium Potential,1910.0,1708.0,1,2,FALSE,N,FALSE,FALSE,N
1005356.0,"Bella Furnishings, Yee Enterprises",RETAIL,SINGLE_LOCATION,Group 3 Medium Potential,4010.0,800.0,6,1,FALSE,N,FALSE,FALSE,N
1009533.0,SS Susan Gray,INTERNAL,SALES_REP,Group 3 Medium Potential,0.0,489.45,0,1,FALSE,N,FALSE,FALSE,N
1009067.0,"Rileys, Inc.",RETAIL,SINGLE_LOCATION,Group 3 Medium Potential,0.0,185.5,0,1,FALSE,N,FALSE,FALSE,N
1036625.0,Mova Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,0.0,75.0,0,0,TRUE,N,FALSE,FALSE,N
1002580.0,Emma Downtown,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1009931.0,Kitchen Kaboodle,RETAIL,MULTIPLE_LOCATIONS,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1001134.0,Garden Fever,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1002043.0,Contract Furnishings Mart,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1012620.0,"Gates Furniture of Grants Pass, Inc",RETAIL,SINGLE_LOCATION,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1023413.0,Family Loyalty Estate Sales,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1023502.0,HomePlace Furniture & Design,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,47.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1021259.0,Green Acres Landscaping,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1021945.0,Domov I.D.,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1025015.0,Coverworks Plus Home Desgin Center LLC,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1024855.0,lipperts carpet one,Retail,Multiple locations,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1035254.0,Tru Furniture,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1026192.0,"EN Lippert & Sons, Inc.",Retail,Multiple locations,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1036468.0,Sharon Hocking Interior Design,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1037007.0,Urban Interiors,Retail,Multiple locations,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1037287.0,Rubicon Rugs,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1038069.0,Emily Jean Interior Design,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,0.0,0.0,0,1,TRUE,N,FALSE,FALSE,N
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - FLOOR EXCEPTIONS: 12 accounts | $6752.30 revenue,,,,,,,,,,,,,,,
(BTF='Y' but account stayed with original rep - EXCEPTION MADE),,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1017800.0,NG Interior,DESIGN,DESIGN_FIRM,Group 3 Low Potential,17279.5,2452.8,4,1,FALSE,Y,TRUE,FALSE,N
1014974.0,Kami Gray Interiors,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,4155.0,1937.0,1,2,FALSE,Y,TRUE,FALSE,N
1015517.0,DC Fine Homes,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,13951.0,1195.0,2,1,FALSE,Y,TRUE,FALSE,N
1023088.0,"Iron Roots Design + Build, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,12957.0,1073.0,5,4,FALSE,Y,TRUE,FALSE,N
1022027.0,Linked Design Group,DESIGN,DESIGN_FIRM,Group 3 Low Potential,1335.0,94.5,1,3,FALSE,Y,TRUE,FALSE,N
1010682.0,Morgan Trade Co LLC,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1000478.0,John Gross Interior Design,DESIGN,DESIGN_FIRM,Group 3 Low Potential,4598.0,0.0,3,0,FALSE,Y,TRUE,FALSE,N
1009585.0,The Collective â€“ OnStage,DESIGN,DESIGN_FIRM,Group 3 Low Potential,26004.2,0.0,3,0,FALSE,Y,TRUE,FALSE,N
1022880.0,Katie Balmanno Design Co.,DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1034960.0,"Deering Design Studio, Inc.",Design,Design Firm,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1035972.0,Shadow and Fern Studio,Design,Independent Designer,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1036171.0,Marr Design LLC,Design,Independent Designer,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
SF EX BI ACCOUNTS (DORMANT): 12 accounts | $0.00 revenue,,,,,,,,,,,,,,,
(In Salesforce but not in BI - no transaction data),,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1002043.0,Contract Furnishings Mart,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1002580.0,Emma Downtown,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1023413.0,Family Loyalty Estate Sales,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1024855.0,lipperts carpet one,Retail,Multiple locations,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1025015.0,Coverworks Plus Home Desgin Center LLC,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1026192.0,"EN Lippert & Sons, Inc.",Retail,Multiple locations,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1034960.0,"Deering Design Studio, Inc.",Design,Design Firm,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1035254.0,Tru Furniture,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1035972.0,Shadow and Fern Studio,Design,Independent Designer,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1036171.0,Marr Design LLC,Design,Independent Designer,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037007.0,Urban Interiors,Retail,Multiple locations,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1037287.0,Rubicon Rugs,Retail,Single location,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
REDIRECTED - SUMMARY: 77 total accounts,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Redirect_Category,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1010813.0,Kasse Decor LLC,DESIGN,DESIGNER_INDEPENDENT,Group 3 Medium Potential,Floor Removal - Active,1664.5,2384.8,4,3,FALSE,Y,FALSE,TRUE,N
1007817.0,JD Designs,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,Floor Removal - Active,3624.0,2146.0,3,2,FALSE,Y,FALSE,TRUE,N
1020457.0,Abode Creative,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,3309.0,1280.0,3,1,FALSE,Y,FALSE,TRUE,N
1025115.0,Sunday House,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Floor Removal - Active,18293.88,1190.0,7,2,FALSE,Y,FALSE,TRUE,N
1012313.0,Tebbs Design Group,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,Floor Removal - Active,35.0,1188.5,1,1,FALSE,Y,FALSE,TRUE,N
1015908.0,ABODE INTERIORS LLC,DESIGN,DESIGNER_INDEPENDENT,Group 3 Medium Potential,Floor Removal - Active,0.0,1123.0,0,1,FALSE,Y,FALSE,TRUE,N
1009547.0,Jennifer Ballard Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 3 Medium Potential,Floor Removal - Active,52.0,325.0,1,1,FALSE,Y,FALSE,TRUE,N
1035637.0,Interiors by MP,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,126.0,1,0,FALSE,Y,FALSE,TRUE,N
1023648.0,HAWK Interiors,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Floor Removal - Active,5435.72,92.0,5,1,FALSE,Y,FALSE,TRUE,N
1026592.0,Kelle Diana Designs,DESIGN,DESIGNER_INDEPENDENT,Group 3 Medium Potential,Floor Removal - Active,0.0,73.0,0,2,FALSE,Y,FALSE,TRUE,N
1008795.0,"De Lavenne Design, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1004770.0,"Pangaea Interior Design, Inc.",DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,1045.0,0.0,2,0,FALSE,Y,FALSE,TRUE,N
1005158.0,"Sandy Van Dorn Design, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1010887.0,Lord Design LLC,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1010664.0,"B Clark Interior Design, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1009865.0,Chancellor Designs,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Floor Removal - Active,2244.0,0.0,2,0,FALSE,Y,FALSE,TRUE,N
1009793.0,Kami Gray Interior Design,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1009634.0,Maxwell Gray Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1009702.0,Angela Todd Studios,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1005359.0,Complements Home Interiors,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Floor Removal - Active,3980.0,0.0,1,0,FALSE,Y,FALSE,TRUE,N
1012465.0,Kalluna Interior Design of Albany & Corvallis,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1016659.0,Schulz Design Consulting,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,3865.0,0.0,6,1,FALSE,Y,FALSE,TRUE,N
1017670.0,"Elevate Your Space, LLP",DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1018006.0,Carrie Hayden Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1018274.0,Gecho Homes,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
1012795.0,Vanillawood,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Floor Removal - Active,3104.5,0.0,2,1,FALSE,Y,FALSE,TRUE,N
1014888.0,"Danielle Kinder Designs, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,845.0,0.0,1,0,FALSE,Y,FALSE,TRUE,N
1014979.0,Cleo Graham,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,14757.5,0.0,4,0,FALSE,Y,FALSE,TRUE,N
1012304.0,Michelle Dirkse Interior Design,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,1816.5,0.0,1,0,FALSE,Y,FALSE,TRUE,N
1019039.0,StruckSured Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Floor Removal - Active,0.0,0.0,0,0,FALSE,Y,FALSE,TRUE,N
