Rep Detail Report: Ted Fall,,,,,,,,,,,,,,
Generated: 2025-12-18 06:44:58,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Total Accounts (after alignment):,Total 2024 Revenue: ,Total 2025 Revenue:,Accounts Removed (Floor):,Revenue Removed (Floor): ,Final Accounts (Keeping):,Final Revenue (Keeping):,Zero Revenue Accounts:,Zero Revenue New 2025 Accounts: ,,,,,,
1020325,Curate to the Trade,RETAIL,SINGLE_LOCATION,49485.75,49677.61,35,25,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,10/19/2021,FALSE,70.3,FALSE
1002939,Echelon Fine Home,RETAIL,SINGLE_LOCATION,45154.32,43209.05,45,35,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,10/8/2019,FALSE,74.8,FALSE
1004022,Establish Design,DESIGN,DESIGN_FIRM,13050.86,40637.87,17,6,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,11/25/2019,FALSE,76.1,FALSE
1025217,Silver Mountain Interiors,DESIGN,DESIGN_FIRM,43973.77,39029.1,22,27,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,8/24/2023,FALSE,66.5,FALSE
1004703,Denton House Design Studio,DESIGN,DESIGN_FIRM,56832.14,38223.11,31,13,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,11/19/2019,FALSE,70.6,FALSE
1012414,Judith Balis Interiors,DESIGN,DESIGN_FIRM,68443.7,37135.4,75,48,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,1/26/2022,FALSE,65.4,FALSE
1003310,Caitlin Creer Interior Design,DESIGN,DESIGN_FIRM,22381.87,36852.7,7,10,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,10/17/2019,FALSE,68.9,FALSE
1000317,Topnotch Fine Furnishings,RETAIL,SINGLE_LOCATION,22291.5,36160.4,9,22,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,7/2/2019,FALSE,80.6,FALSE
1017880,4C Group (UT),DESIGN,DESIGN_FIRM,30801.16,35403.51,22,41,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,3/25/2021,FALSE,70.5,FALSE
1023703,The Annex LLC (Helm),RETAIL,SINGLE_LOCATION,24726.06,34705.9,12,16,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,2/14/2023,FALSE,75.2,FALSE
1007285,Nomade Soul Interiors,RETAIL,SINGLE_LOCATION,17214.6,33810.7,14,17,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,1/2/2020,FALSE,75.1,FALSE
1023107,Barclay Butera - UT,RETAIL,MULTIPLE_LOCATIONS,46568.12,31993.92,27,22,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,11/14/2022,FALSE,63.7,FALSE
1013261,Poison Creek Furniture and Design,RETAIL,SINGLE_LOCATION,40437.5,31385.9,36,32,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,7/18/2019,FALSE,75.9,FALSE
1002646,Gatehouse No 1,RETAIL,SINGLE_LOCATION,44509.8,30798.0,26,23,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,3/10/2020,FALSE,66.8,FALSE
1012078,Elegante Interiors and Design,DESIGN,DESIGN_FIRM,27473.54,30389.96,16,17,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,11/22/2019,FALSE,79.5,FALSE
1010704,Four Chairs Furniture,DESIGN,DESIGN_FIRM,29237.91,29716.7,30,25,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,10/9/2019,FALSE,69.0,FALSE
1009630,Remedy Furniture and Design,RETAIL,SINGLE_LOCATION,12697.0,27587.4,9,19,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,3/3/2020,FALSE,76.9,FALSE
1014772,Lucca Design,DESIGN,DESIGN_FIRM,20179.96,27582.0,6,11,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,3/26/2021,FALSE,69.3,FALSE
1035646,Kora Home Artistry,DESIGN,DESIGN_FIRM,0.0,27291.5,0,12,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,1/17/2025,TRUE,75.8,FALSE
1021037,BOND DESIGN COMPANY,DESIGN,DESIGN_FIRM,19632.0,27158.5,9,8,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,1/31/2022,FALSE,79.1,FALSE
1007117,House of Jade Interiors,DESIGN,DESIGN_FIRM,17768.38,26792.1,35,19,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,7/9/2020,FALSE,65.3,FALSE
1014940,Roberts & Lamb,DESIGN,DESIGNER_INDEPENDENT,7195.0,26152.0,2,10,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,11/27/2019,FALSE,84.3,FALSE
1015947,Side Door,E-TAILER,MASS,47798.8,23083.2,93,57,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,8/23/2020,FALSE,67.8,FALSE
1021019,Shauna Spencer Design,DESIGN,DESIGN_FIRM,37304.2,21295.25,14,16,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,2/17/2022,FALSE,64.4,FALSE
1027525,Jaffa Group PC,DESIGN,ARCHITECT_BUILDER,75.0,21117.75,2,4,HIGH_REVENUE,HIGH_POTENTIAL,Group 1 High Potential,6/11/2024,FALSE,77.3,FALSE
1013122,Simons Design Studio,DESIGN,DESIGN_FIRM,294.0,20771.3,1,6,HIGH_REVENUE,MID_POTENTIAL,Group 1 Medium Potential,11/26/2019,FALSE,66.6,FALSE
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 2 (MID REVENUE) - KEEPING: 71 accounts | 560759.95 revenue,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1011553,CopperHAUS,DESIGN,DESIGNER_INDEPENDENT,8877.0,17869.0,10,7,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,2/10/2020,FALSE,74.9,FALSE
1007228,CC Forte Custom Interiors,DESIGN,DESIGN_FIRM,395.0,17710.5,1,8,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,4/13/2020,FALSE,91.7,FALSE
1035232,Pearl Home Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,17230.0,0,10,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,11/30/2024,FALSE,78.9,FALSE
1026024,Lynn Yoon Home,DESIGN,DESIGNER_INDEPENDENT,404.0,16944.3,1,10,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,12/13/2023,FALSE,81.8,FALSE
1017943,Maison Design,DESIGN,DESIGN_FIRM,0.0,16604.8,0,11,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,2/5/2025,TRUE,70.5,FALSE
1014923,Aleece Sligar Design LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,16271.0,0,7,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,7/1/2020,FALSE,67.1,FALSE
1018968,Sukhan Design,DESIGN,DESIGN_FIRM,8840.0,15992.85,4,7,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,6/5/2021,FALSE,71.1,FALSE
1010849,Interior Concepts (UT),DESIGN,DESIGN_FIRM,9762.75,15913.01,8,8,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,10/20/2019,FALSE,70.1,FALSE
1015212,RGM Design,DESIGN,DESIGN_FIRM,16105.82,14567.88,7,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/21/2020,FALSE,61.0,FALSE
1024147,Milkbird Design + Architecture,DESIGN,DESIGN_FIRM,23822.0,14539.5,2,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,7/25/2024,FALSE,52.3,FALSE
1009860,Inspired Living,RETAIL,SINGLE_LOCATION,3760.0,14108.3,6,9,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,2/10/2020,FALSE,82.6,FALSE
1027093,J Home Design,RETAIL,SINGLE_LOCATION,8244.0,13532.0,4,8,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,5/22/2024,FALSE,72.1,FALSE
1036986,Marissa Palmer Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,13367.0,0,7,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,8/5/2025,TRUE,58.7,FALSE
1026997,Christal Andrea Interior Design,DESIGN,DESIGN_FIRM,780.0,12572.65,2,10,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,4/19/2024,FALSE,71.5,FALSE
1018300,Andrea West Design,DESIGN,DESIGN_FIRM,5672.04,12471.0,6,7,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,2/23/2021,FALSE,73.0,FALSE
1001693,Pamela Stockton Interiors,DESIGN,DESIGN_FIRM,11217.0,12410.5,4,8,MID_REVENUE,LOW_POTENTIAL,Group 2 Low Potential,10/16/2019,FALSE,0.0,FALSE
1008941,Heritage Home and Garden,DESIGN,DESIGN_FIRM,9922.0,11110.65,7,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/31/2019,FALSE,68.7,FALSE
1012664,Doran Taylor Inc. LLC,DESIGN,DESIGNER_INDEPENDENT,25521.55,10632.0,11,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/24/2020,FALSE,56.8,FALSE
1012250,Paula Berg Design Associates,DESIGN,DESIGN_FIRM,12514.0,10308.7,2,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,7/7/2021,FALSE,58.6,FALSE
1015118,Festive Living,RETAIL,SINGLE_LOCATION,12123.38,10256.0,8,5,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/1/2020,FALSE,59.8,FALSE
1004867,Forseys Furniture,RETAIL,SINGLE_LOCATION,6187.5,9883.5,12,21,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,8/29/2019,FALSE,71.5,FALSE
1026854,Kimberly Parker Design,DESIGN,DESIGN_FIRM,16890.0,9830.0,4,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/16/2024,FALSE,53.1,FALSE
1016434,4th Avenue Homes,DESIGN,DESIGN_FIRM,16418.02,9542.0,6,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,6/22/2020,FALSE,63.9,FALSE
1035844,Mark and Aly interior design,DESIGN,DESIGN_FIRM,0.0,9271.0,0,7,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,1/22/2025,TRUE,63.3,FALSE
1003534,Liv By Atmosphere Id,DESIGN,DESIGN_FIRM,22083.9,9233.0,14,5,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/19/2020,FALSE,65.2,FALSE
1012173,San Francisco Design,RETAIL,MULTIPLE_LOCATIONS,6878.0,8565.0,2,11,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,11/21/2019,FALSE,74.1,FALSE
1010102,Old Mill dba The Picket Fence,RETAIL,SINGLE_LOCATION,7280.0,8312.0,4,7,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/6/2020,FALSE,52.6,FALSE
1012224,White and Gold Design,DESIGN,DESIGN_FIRM,0.0,8075.27,0,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,6/2/2021,FALSE,58.4,FALSE
1018019,REDEUX DECOR,RETAIL,SINGLE_LOCATION,8619.0,7992.0,3,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/17/2020,FALSE,68.0,FALSE
1023722,Dwell Design Co.,DESIGN,DESIGN_FIRM,15552.0,7802.0,4,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,11/6/2023,FALSE,47.5,FALSE
1026152,Good Company,DESIGN,DESIGN_FIRM,177.0,7724.43,1,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/24/2024,FALSE,68.4,FALSE
1018809,Manzanita Home Art + Design,DESIGN,DESIGNER_INDEPENDENT,8060.0,7338.2,6,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/26/2022,FALSE,60.8,FALSE
1010560,Glass House dba K Rocke Design,DESIGN,DESIGN_FIRM,53213.28,6976.72,22,5,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,10/11/2019,FALSE,56.8,FALSE
1012178,Yellow Pine LLC,DESIGN,DESIGNER_INDEPENDENT,11489.8,6952.0,3,9,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/16/2019,FALSE,54.4,FALSE
1013554,"J Martin + Co, LLC",DESIGN,DESIGN_FIRM,5882.0,6885.3,5,8,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/7/2020,FALSE,60.7,FALSE
1038353,Design By Silvia,DESIGN,DESIGN_FIRM,0.0,6749.5,0,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,11/10/2025,TRUE,47.7,FALSE
1014929,All in a Day Design,DESIGN,DESIGNER_INDEPENDENT,7725.0,6722.0,4,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,11/24/2019,FALSE,47.7,FALSE
1021758,Lauren Griffith Interiors,RETAIL,SINGLE_LOCATION,3529.0,6430.0,3,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,4/28/2022,FALSE,74.1,FALSE
1038529,Wagners Furniture and Design,RETAIL,SINGLE_LOCATION,0.0,6300.0,0,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,11/7/2025,TRUE,49.2,FALSE
1006850,Conceptual Interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,5589.0,0,5,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/11/2020,FALSE,58.1,FALSE
1023308,JC DEVELOPMENT AND DESIGN LLC DBA: HüGA HOME,DESIGN,DESIGN_FIRM,10310.5,5371.0,4,9,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/11/2023,FALSE,57.1,FALSE
1027383,Melissa Fischer Interiors,DESIGN,DESIGN_FIRM,0.0,5344.0,0,2,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,5/27/2025,TRUE,48.2,FALSE
1008811,"Augusto Fine Rugs, LLC",RETAIL,SINGLE_LOCATION,5429.8,5169.0,8,10,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/12/2019,FALSE,55.5,FALSE
1022631,Edenbrooke Interiors,DESIGN,DESIGNER_INDEPENDENT,3906.0,5151.9,1,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,9/14/2024,FALSE,52.1,FALSE
1013123,Forsyth and Brown LLC,DESIGN,DESIGN_FIRM,33.0,5090.0,1,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,10/26/2023,FALSE,56.7,FALSE
1000363,Artifacts,DESIGN,DESIGN_FIRM,18423.9,4923.0,13,7,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/3/2020,FALSE,56.0,FALSE
1007007,King Design Consulting Group,DESIGN,DESIGN_FIRM,5418.0,4859.0,4,2,MID_REVENUE,LOW_POTENTIAL,Group 2 Low Potential,6/4/2020,FALSE,38.3,FALSE
1010052,Elizabeth Robb Interiors,DESIGN,DESIGN_FIRM,10232.0,4824.0,3,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/6/2020,FALSE,43.5,FALSE
1010476,Pradhan Design,DESIGN,DESIGN_FIRM,1050.0,4622.0,2,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/22/2021,FALSE,62.4,FALSE
1009687,Meagan Rae Interiors,DESIGN,DESIGNER_INDEPENDENT,9355.0,4549.5,5,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/15/2020,FALSE,43.1,FALSE
1002224,Gallatin Valley Furniture,RETAIL,SINGLE_LOCATION,0.0,4480.0,0,1,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,10/13/2025,TRUE,46.3,FALSE
1015463,Chandlar Glassett Interiors,DESIGN,DESIGNER_INDEPENDENT,1428.0,4080.0,3,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,3/5/2020,FALSE,73.9,FALSE
1024199,SKD Interiors LLC,DESIGN,DESIGN_FIRM,2623.0,3995.6,1,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/10/2023,FALSE,60.3,FALSE
1035495,DiOrio Design,DESIGN,DESIGNER_INDEPENDENT,0.0,3948.0,2,0,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/11/2024,FALSE,51.9,FALSE
1005888,Shannon Callaghan Interior Design,RETAIL,SINGLE_LOCATION,0.0,3826.0,0,2,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,10/25/2025,TRUE,46.3,FALSE
1015016,Denise Glenn Interior Design,DESIGN,DESIGNER_INDEPENDENT,3525.0,3797.0,2,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/19/2020,FALSE,51.0,FALSE
1012723,Alyssa Santiago Interiors,DESIGN,DESIGN_FIRM,32131.88,3749.0,9,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/27/2020,FALSE,47.2,FALSE
1001897,Cody Beal Interior Design,DESIGN,DESIGN_FIRM,2965.5,3713.9,3,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/28/2020,FALSE,62.2,FALSE
1013350,Style By Design LLC,DESIGN,DESIGN_FIRM,5861.8,3616.0,5,7,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/29/2020,FALSE,61.3,FALSE
1009003,The Picket Fence,RETAIL,SINGLE_LOCATION,4300.8,3545.0,2,1,MID_REVENUE,LOW_POTENTIAL,Group 2 Low Potential,4/13/2024,FALSE,35.5,FALSE
1001234,Montana Expressions,RETAIL,SINGLE_LOCATION,5092.0,3390.0,1,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,9/30/2020,FALSE,42.4,FALSE
1000364,Carpet Studio Inc.,RETAIL,SINGLE_LOCATION,2024.0,3017.0,3,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/19/2020,FALSE,54.7,FALSE
1020982,House of Jade Home,E-TAILER,SPECIALTY,12766.56,2972.0,18,13,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/12/2022,FALSE,65.3,FALSE
1002330,Amanda Jones Furniture,DESIGN,DESIGN_FIRM,0.0,2910.0,1,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/23/2024,FALSE,49.4,FALSE
1014906,Edit Design House,DESIGN,DESIGN_FIRM,11779.0,2908.09,12,6,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,8/11/2020,FALSE,70.7,FALSE
1003675,Finishing Touches (WY),RETAIL,SINGLE_LOCATION,5727.5,2897.0,8,5,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/19/2020,FALSE,67.8,FALSE
1017732,Homewares LLC / DBA Home Again,RETAIL,SINGLE_LOCATION,6095.8,2835.4,3,5,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,11/4/2020,FALSE,44.3,FALSE
1008504,Passport Furnishings LLC,RETAIL,MULTIPLE_LOCATIONS,4445.5,2758.0,11,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/27/2020,FALSE,65.1,FALSE
1024066,gode haus design,DESIGN,DESIGNER_INDEPENDENT,120.0,2700.0,1,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,8/1/2024,FALSE,52.7,FALSE
1003664,"Studio McGee, LLC",DESIGN,DESIGN_FIRM,119.0,2590.0,3,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/7/2020,FALSE,62.3,FALSE
1035352,Eryn Lambert Design,DESIGN,DESIGNER_INDEPENDENT,0.0,2544.0,0,2,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,1/13/2025,TRUE,44.0,FALSE
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - KEEPING: 44 accounts | 11423.34 revenue,,,,,,,,,,,,,,
(Non-DESIGN accounts or New 2025 customers - protected from floor),,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1038696,Cactus Rd Interiors,RETAIL,SINGLE_LOCATION,0.0,2315.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,12/9/2025,TRUE,44.6,FALSE
1035704,Scape Design Studio,DESIGN,ARCHITECT_BUILDER,0.0,2226.0,0,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,1/10/2025,TRUE,44.9,FALSE
1004172,Madison McCord Interiors,RETAIL,SINGLE_LOCATION,0.0,2208.5,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,2/10/2020,FALSE,53.5,FALSE
1036163,Ambient Home and Design,DESIGN,DESIGN_FIRM,0.0,1653.0,0,3,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,2/21/2025,TRUE,55.7,FALSE
1017532,"Amenity, LLC",RETAIL,SINGLE_LOCATION,18876.2,827.0,8,4,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,3/30/2021,FALSE,49.6,FALSE
1011783,Classic Interiors,RETAIL,SINGLE_LOCATION,475.0,658.0,3,5,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/14/2020,FALSE,57.6,FALSE
1004302,"Osmond Designs, Inc.",RETAIL,MULTIPLE_LOCATIONS,2769.0,512.0,5,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/7/2020,FALSE,46.3,FALSE
1037891,Cirque Studio,DESIGN,ARCHITECT_BUILDER,0.0,453.28,0,4,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/27/2025,TRUE,49.4,FALSE
1009618,"Pierce's Flooring, Inc.",RETAIL,SINGLE_LOCATION,0.0,365.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/30/2025,TRUE,43.8,FALSE
1036129,Hinterlands Interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,300.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,4/29/2025,TRUE,42.3,FALSE
1037581,Farland Interiors,DESIGN,DESIGN_FIRM,0.0,150.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/11/2025,TRUE,48.0,FALSE
1037642,Designer Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,80.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/7/2025,TRUE,41.0,FALSE
1024707,The Lifestyle Collective,RETAIL,SINGLE_LOCATION,0.0,50.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/27/2023,FALSE,39.8,FALSE
1037493,"By Design Interiors, Inc.",DESIGN,DESIGNER_INDEPENDENT,0.0,36.86,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/11/2025,TRUE,45.0,FALSE
1037241,Curated Style Collective,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/6/2025,TRUE,18.7,FALSE
1036799,Josephine West,DESIGN,DESIGN_FIRM,0.0,0.0,0,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,12/2/2025,TRUE,18.2,FALSE
1023369,Curio Collective,RETAIL,SINGLE_LOCATION,0.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,3/7/2023,FALSE,0.0,FALSE
1036255,Ironstone Furniture and Fire,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/25/2025,TRUE,20.2,FALSE
1037530,Hannesson Home,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/7/2025,TRUE,18.6,FALSE
1037560,Within Co,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/11/2025,TRUE,17.1,FALSE
1035970,"Domaine Interiors, LLC",DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/11/2025,TRUE,18.6,FALSE
1034844,Twisted Lemon Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/11/2025,TRUE,20.1,FALSE
