Rep Detail Report V2: Cynthia Guthrie,,,,,,,,,,,,,,,
Generated: 2026-01-07 14:11:39,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Before_Accounts,Before_SF_Ex_BI,Before_Rev_2024,Before_Rev_2025,Accounts_Moved_In,Accounts_Moved_Out,Net_Account_Change,Account_Change_Pct,Rev_Moved_In,Rev_Moved_Out,Net_Rev_Change,Revenue_Change_Pct,After_Accounts,After_Rev_2025,Floor_Exception_Accounts,Floor_Exception_Rev,SF_Ex_BI_Accounts,Zero_Rev_Accounts,Zero_Rev_New_2025,Accounts_Redirected_Territory,Rev_Redirected_Territory,Accounts_Redirected_Floor_Active,Rev_Redirected_Floor_Active,Accounts_Redirected_Floor_Dormant,Rev_Redirected_Floor_Dormant
137,64,228969.92,166075.99,0,0,0,0.0,0.0,0.0,0.0,0.0,137,166075.99,97,6522.05,64,104,9,0,0.0,0,0.0,0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
BREAKDOWN BY SEGMENT,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
,Accounts,Revenue,Exceptions,Removed,,,,,,,,,,
Group 1 Medium Potential: ,1,26266.0,0,0,,,,,,,,,,
Group 2 High Potential: ,6,60852.4,0,0,,,,,,,,,,
Group 2 Medium Potential: ,11,59800.64,0,0,,,,,,,,,,
Group 2 Low Potential: ,1,3933.0,0,0,,,,,,,,,,
Group 3 High Potential: ,80,8701.9,61,0,,,,,,,,,,
Group 3 Medium Potential: ,5,6372.05,5,0,,,,,,,,,,
Group 3 Low Potential: ,32,150.0,31,0,,,,,,,,,,
nan: ,1,0.0,0,0,,,,,,,,,,
Totals,137,166075.99,97,0,,,,,,,,,,
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
GROUP 1 (HIGH REVENUE) - KEEPING: 1 accounts | $26266.00 revenue,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1027105.0,A Squared Design Studio,DESIGN,HOSPITALITY,Group 2 Medium Potential,2075.0,2809.0,2,2,FALSE,N,FALSE,FALSE,N
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - KEEPING: 20 accounts | $8701.90 revenue,,,,,,,,,,,,,,,
(Protected accounts - not flagged for floor removal),,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1038062.0,Asthetique,DESIGN,HOSPITALITY,Group 3 High Potential,0.0,2065.0,0,1,TRUE,N,FALSE,FALSE,N
1036179.0,ClearPH,DESIGN,HOSPITALITY,Group 3 High Potential,0.0,1856.4,0,2,TRUE,N,FALSE,FALSE,N
1037055.0,3101880050 P&L Sens Interior Design,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,0.0,1780.0,0,1,TRUE,N,FALSE,FALSE,N
1037106.0,Elements of Design International,DESIGN,DESIGN_FIRM,Group 3 High Potential,0.0,1713.0,0,1,TRUE,N,FALSE,FALSE,N
1036968.0,"Spectra Holdings, LLC (FL)",RETAIL,MULTIPLE_LOCATIONS,Group 3 High Potential,0.0,545.0,0,1,TRUE,N,FALSE,FALSE,N
1035668.0,"RPS Capital Investments, LLC",DESIGN,ARCHITECT_BUILDER,Group 3 High Potential,0.0,375.0,0,1,TRUE,N,FALSE,FALSE,N
1027441.0,Place Architecture,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,0.0,304.5,0,1,TRUE,N,FALSE,FALSE,N
1037139.0,Brooke J Interior Design,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,0.0,63.0,0,1,TRUE,N,FALSE,FALSE,N
1027454.0,Perdue Office Interiors,RETAIL,MULTIPLE_LOCATIONS,Group 3 Low Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1027443.0,The Cormia Group,DESIGN,DESIGN_FIRM,Group 3 High Potential,0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1026502.0,JC White Architectural Interiors,Retail,Multiple locations,Group 3 High Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1036409.0,Pradere Designer Workspaces,Retail,Single location,Group 3 High Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1036443.0,Urbanica Hotels,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1036607.0,Joanna Kerr Design,DESIGN,HOSPITALITY,Group 3 High Potential,0.0,0.0,0,1,TRUE,N,FALSE,FALSE,N
1027558.0,Sena Hospitality,DESIGN,DESIGN_FIRM,Group 3 High Potential,0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1037352.0,Design Poole Inc.,DESIGN,DESIGN_FIRM,Group 3 High Potential,0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1037702.0,Smart Finishes Florida CORP,Retail,Single location,Group 3 High Potential,0.0,0.0,0,0,FALSE,N,FALSE,FALSE,Y
1037781.0,Rosen Hotels and Resorts,DESIGN,HOSPITALITY,Group 3 High Potential,0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1038103.0,Seaward Consulting,DESIGN,ARCHITECT_BUILDER,Group 3 High Potential,0.0,0.0,0,1,TRUE,N,FALSE,FALSE,N
1038643.0,Allure Designs Inc,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - FLOOR EXCEPTIONS: 97 accounts | $6522.05 revenue,,,,,,,,,,,,,,,
(BTF='Y' but account stayed with original rep - EXCEPTION MADE),,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1024380.0,Higney International LLC,DESIGN,HOSPITALITY,Group 3 Medium Potential,355.8,2185.0,1,3,FALSE,Y,TRUE,FALSE,N
1019317.0,Sena Hospitality Design Inc.,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,960.0,2160.0,1,1,FALSE,Y,TRUE,FALSE,N
1004799.0,Patience Purchasing Agency LLC MIVASA,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,14066.7,1657.5,6,3,FALSE,Y,TRUE,FALSE,N
1026218.0,SS Cynthia Guthrie(FL),DESIGN,DESIGNER_INDEPENDENT,Group 3 Medium Potential,100.0,271.55,1,2,FALSE,Y,TRUE,FALSE,N
1027432.0,GDP Designbuild,DESIGN,DESIGN_FIRM,Group 3 Low Potential,200.0,150.0,0,0,FALSE,Y,TRUE,FALSE,N
1014282.0,"The Nexus Luxury Collection US, LLC",DESIGN,DESIGN_FIRM,Group 3 Medium Potential,0.0,98.0,0,1,FALSE,Y,TRUE,FALSE,N
1003238.0,"Sisler Johnston Interior Design, Inc.",Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1006878.0,"Hospitality Purveyors, Inc.",DESIGN,HOSPITALITY,Group 3 Low Potential,9559.0,0.0,7,0,FALSE,Y,TRUE,FALSE,N
1008871.0,Group 4 Design,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1010069.0,Wyndham Worldwide Corp.,Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1009349.0,ASD Procurement LLC (USE 1018139),DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1014384.0,Zurich Lloyds Corporation,DESIGN,HOSPITALITY,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1010768.0,"Smart Supply International, Inc.",Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1016528.0,Spina O'Rourke Interiors,DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1016540.0,Adache Group Architects,DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1004468.0,"Studio B Design Concepts, Inc.",Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1003261.0,"Cvc Hospitality, Inc.",Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1018993.0,Olsson-Fernandez Design,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1017662.0,Empire Office,DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1019689.0,"Lake Nona Land Comany, LLC /Tavistock Development",DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1020934.0,Concept Interiors LLC,DESIGN,HOSPITALITY,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1023302.0,ITG Export & Design,DESIGN,HOSPITALITY,Group 3 Low Potential,13745.26,0.0,5,0,FALSE,Y,TRUE,FALSE,N
1023585.0,"Driftwood Hospitality Management, LLC",DESIGN,HOSPITALITY,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1022237.0,2nd Wave Development,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1022770.0,CHS DESIGN STUDIO LLC.,DESIGN,HOSPITALITY,Group 3 Low Potential,1892.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1024169.0,SWEET SPARKMAN ARCHITECTS & INTERIORS,DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1023658.0,PROFFETIONAL DESIGN HOTEL USA LLC,DESIGN,HOSPITALITY,Group 3 Low Potential,80960.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1025764.0,RGR Design,DESIGN,HOSPITALITY,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1025166.0,VPA Interior Design Inc,DESIGN,HOSPITALITY,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1025939.0,Rebecca Davisson Interior Design,DESIGN,DESIGN_FIRM,Group 3 Low Potential,8444.36,0.0,1,1,FALSE,Y,TRUE,FALSE,N
1025974.0,Wellbilt Industries,Design,Architect/Builder,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1026095.0,Suzanne Nichols Design Group INC,Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1005714.0,"Atlantic Purchasing, Inc.",DESIGN,HOSPITALITY,Group 3 Low Potential,5135.0,0.0,6,0,FALSE,Y,TRUE,FALSE,N
1026225.0,Clear ph Design-USE 1036179,DESIGN,DESIGN_FIRM,Group 3 Low Potential,5200.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1026308.0,Redfern HRD,DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1026448.0,Corporate Interior Systems,DESIGN,DESIGN_FIRM,Group 3 Low Potential,734.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1026395.0,Peacock + Lewis,DESIGN,HOSPITALITY,Group 3 Low Potential,0.0,0.0,0,1,FALSE,Y,TRUE,FALSE,N
1026710.0,Victoria Strange Design,DESIGN,DESIGN_FIRM,Group 3 Low Potential,4868.0,0.0,4,0,FALSE,Y,TRUE,FALSE,N
1026815.0,Anda Andrei Design,DESIGN,DESIGN_FIRM,Group 3 Low Potential,120.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1027084.0,Beach Blue,DESIGN,HOSPITALITY,Group 3 Low Potential,5630.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1026672.0,Baskervill,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027289.0,"L2 Studios, Inc.",Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027290.0,Schenkel Shutlz,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027291.0,TJNG Partners,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027292.0,Gravity Architecture and Design,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027294.0,Hospitality Resources& Design (HRD),Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027415.0,Shivam Propreties,DESIGN,HOSPITALITY,Group 3 Low Potential,1600.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1027420.0,Caminos & Company LLC,Design,Architect/Builder,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027122.0,The Carroll Adams Group,DESIGN,HOSPITALITY,Group 3 Low Potential,243.8,0.0,2,1,FALSE,Y,TRUE,FALSE,N
1027428.0,"DAG Architects, Inc.",Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027429.0,Joko Designs,Design,Independent Designer,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027430.0,Green Banana Ventures,DESIGN,HOSPITALITY,Group 3 Low Potential,0.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1027431.0,Deacon Design,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027433.0,David L. Wallace & Associates,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027434.0,HDB Design Group,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027435.0,Besselo Design Group,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027436.0,Design Cooperative,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027437.0,"Designmind, LLC",Design,Independent Designer,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027438.0,Create & Co.,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027439.0,Joiner Architecture,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027440.0,Disney Cruise Line,Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027442.0,Graham Design Group,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027444.0,Rhodes + Brito,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027445.0,Ebb & Flow Design,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027446.0,Schenkel Schultz,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027449.0,Donna Watson-Rossmore Design,Design,Independent Designer,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027450.0,LB Design Group,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027452.0,Dyanmic Architectural Interiors (DAI),DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1027465.0,DSDG Architects,Design,Architect/Builder,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027557.0,Micamy Design,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027582.0,Sandestin Golf and Beach Resort,DESIGN,HOSPITALITY,Group 3 Low Potential,7970.0,0.0,1,0,FALSE,Y,TRUE,FALSE,N
1027612.0,ASDSKY,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027710.0,Create & Company,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027711.0,BRPH(Orlando),DESIGN,DESIGN_FIRM,Group 3 Low Potential,0.0,0.0,2,0,FALSE,Y,TRUE,FALSE,N
1027712.0,Holiday Inn Club Vacations,Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027713.0,Jacki Arena Interiors,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1027790.0,Bermello Ajamil,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1035080.0,Casario Design Studio LLC,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1035163.0,Arcadis,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1035184.0,Arruda Design Studio,Design,Independent Designer,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1035278.0,Universal Creative,Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1035451.0,Little Dversified,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1035864.0,DAC,Design,Architect/Builder,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1036581.0,"Aire + Partners, Inc.",Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1036738.0,Little(FL),Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1036850.0,IV Atelier,Design,Independent Designer,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1036901.0,TVS (Tampa),Design,Independent Designer,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037148.0,Finfrock,Design,Architect/Builder,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037201.0,CI Group,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037296.0,The Fechtel Company,Design,Architect/Builder,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037312.0,IJF PROMOTIONS,Design,Independent Designer,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037396.0,Comex Industries Inc,Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037610.0,Robert Reid Wedding Architects & Planners,Design,Architect/Builder,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037835.0,Studio Seven Interiors,Design,Independent Designer,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1037883.0,Studio Gaia (Miami Office),Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1038245.0,Lane Architecture,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1038724.0,Modea Signature Procurement,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
SF EX BI ACCOUNTS (DORMANT): 64 accounts | $0.00 revenue,,,,,,,,,,,,,,,
(In Salesforce but not in BI - no transaction data),,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1003238.0,"Sisler Johnston Interior Design, Inc.",Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1003261.0,"Cvc Hospitality, Inc.",Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1004468.0,"Studio B Design Concepts, Inc.",Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1008871.0,Group 4 Design,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1010069.0,Wyndham Worldwide Corp.,Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1010768.0,"Smart Supply International, Inc.",Design,Hospitality,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1018993.0,Olsson-Fernandez Design,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
1022237.0,2nd Wave Development,Design,Design Firm,Group 3 High Potential,0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,Y
