Rep Detail Report: Ron Kessler,,,,,,,,,,,,,,
Generated: 2025-12-18 06:44:57,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Total Accounts (after alignment):,Total 2024 Revenue: ,Total 2025 Revenue:,Accounts Removed (Floor):,Revenue Removed (Floor): ,Final Accounts (Keeping):,Final Revenue (Keeping):,Zero Revenue Accounts:,Zero Revenue New 2025 Accounts: ,,,,,,
1009113,"KBD, Inc dba Kitchens By Design",RETAIL,SINGLE_LOCATION,2641.0,7831.26,4,9,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,11/8/2019,FALSE,81.2,FALSE
1006231,Chatham Home Interiors,RETAIL,SINGLE_LOCATION,2153.0,7495.0,2,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/30/2020,FALSE,62.9,FALSE
1005753,Interiors by Julie Bell and Associates,DESIGN,DESIGN_FIRM,4699.45,7445.8,5,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,1/8/2020,FALSE,71.9,FALSE
1037281,Vier Design Co,DESIGN,DESIGNER_INDEPENDENT,0.0,7092.0,0,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,6/16/2025,TRUE,49.6,FALSE
1003715,Dj Interiors LLC Dba Id Interior Design,DESIGN,DESIGN_FIRM,14760.3,6747.6,7,8,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,9/30/2019,FALSE,63.2,FALSE
1015323,Swatch Interior Concepts,DESIGN,DESIGNER_INDEPENDENT,7640.9,6664.0,6,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,1/29/2020,FALSE,77.7,FALSE
1000339,Sugar Bakers Home Fashions,RETAIL,SINGLE_LOCATION,17646.0,6602.5,16,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/30/2020,FALSE,62.7,FALSE
1019471,Stellas Finishing Touches,RETAIL,SINGLE_LOCATION,14754.0,6599.0,11,9,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,6/7/2021,FALSE,66.4,FALSE
1007058,Finishing Touches (IN),RETAIL,SINGLE_LOCATION,8864.0,6560.23,5,10,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,6/14/2019,FALSE,63.0,FALSE
1015876,Hartzog Interiors,RETAIL,SINGLE_LOCATION,5603.0,6048.68,8,5,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,4/28/2020,FALSE,74.4,FALSE
1014017,RG Decor,RETAIL,SINGLE_LOCATION,8099.71,5875.5,12,12,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/17/2019,FALSE,61.3,FALSE
1024435,Petrella Designs,DESIGN,DESIGN_FIRM,3517.0,5855.0,2,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/3/2023,FALSE,57.6,FALSE
1021270,Stephanie Wiott Designs,DESIGN,DESIGN_FIRM,3940.0,5711.36,1,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,7/8/2022,FALSE,58.4,FALSE
1010482,Gilberg Furniture,RETAIL,SINGLE_LOCATION,8993.1,5614.0,6,4,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,10/18/2019,FALSE,70.1,FALSE
1026512,Christine Kommer Interiors,DESIGN,DESIGNER_INDEPENDENT,408.5,5445.0,1,4,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/26/2024,FALSE,60.5,FALSE
1003141,Savvy Decor,DESIGN,DESIGN_FIRM,10410.49,5369.14,14,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/24/2020,FALSE,64.2,FALSE
1023780,Clare Kennedy Interiors,DESIGN,DESIGN_FIRM,6105.0,4993.0,3,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/13/2023,FALSE,45.5,FALSE
1019399,Kirkshire Design Group,DESIGN,DESIGN_FIRM,11679.0,4952.0,6,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,6/11/2021,FALSE,67.1,FALSE
1018362,M and M Interiors,DESIGN,DESIGN_FIRM,3613.0,4907.35,5,2,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,1/25/2021,FALSE,72.2,FALSE
1035319,Stonesthrow,RETAIL,MULTIPLE_LOCATIONS,0.0,4821.0,0,5,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,1/11/2025,TRUE,56.3,FALSE
1013353,Mallory Hoggard Interiors,DESIGN,DESIGN_FIRM,14821.5,4705.23,11,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/28/2020,FALSE,51.5,FALSE
1021193,"The Studio of John B. Mitchell, Inc.",DESIGN,ARCHITECT_BUILDER,1800.0,4465.0,1,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/22/2022,FALSE,47.1,FALSE
1037361,Carrelli Furniture & Design,RETAIL,SINGLE_LOCATION,0.0,4173.0,0,3,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,8/13/2025,TRUE,57.0,FALSE
1021005,Wildwood Designs Incorporated,RETAIL,SINGLE_LOCATION,4416.86,3887.0,3,6,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,7/19/2022,FALSE,51.0,FALSE
1021563,Verce Design,DESIGN,DESIGN_FIRM,14437.0,3490.0,15,7,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/19/2022,FALSE,54.8,FALSE
1003095,"Design Studio, Inc.  (OH)",DESIGN,DESIGN_FIRM,291.0,3193.24,1,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/6/2020,FALSE,62.0,FALSE
1011774,Winding Lane Interiors,RETAIL,SINGLE_LOCATION,0.0,3113.83,0,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,10/30/2019,FALSE,52.3,FALSE
1006324,"KLK Partners, LLC",DESIGN,DESIGN_FIRM,4900.0,2979.5,2,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,5/11/2020,FALSE,63.4,FALSE
1021247,Dare 2 Design,DESIGN,DESIGN_FIRM,4674.0,2867.5,4,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/28/2022,FALSE,55.9,FALSE
1009873,"Ada Rose Design, LLC",DESIGN,DESIGN_FIRM,868.5,2856.0,2,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,7/29/2021,FALSE,55.7,FALSE
1012611,Julie O'Brien Design Group,DESIGN,DESIGN_FIRM,2315.0,2792.5,2,2,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,3/25/2021,FALSE,53.3,FALSE
1022841,i.Kahn Bespoke Interiors,DESIGN,DESIGN_FIRM,0.0,2555.0,0,1,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,10/2/2023,FALSE,52.8,FALSE
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - KEEPING: 36 accounts | 19055.36 revenue,,,,,,,,,,,,,,
(Non-DESIGN accounts or New 2025 customers - protected from floor),,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1035575,Northville Home Warehouse,RETAIL,SINGLE_LOCATION,0.0,2236.8,0,5,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,1/25/2025,TRUE,44.0,FALSE
1006693,"Deanna Hoskins Interior Design, Inc.",RETAIL,SINGLE_LOCATION,61.0,2136.0,1,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,6/1/2020,FALSE,59.8,FALSE
1022696,The Bay House,RETAIL,SINGLE_LOCATION,0.0,2030.0,0,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,10/4/2022,FALSE,58.6,FALSE
1012975,Mettlers Design Group,RETAIL,SINGLE_LOCATION,457.5,1764.0,1,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,6/11/2020,FALSE,50.8,FALSE
1012569,The Barefoot Cottage (IN),RETAIL,SINGLE_LOCATION,2360.78,1550.0,4,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,4/30/2020,FALSE,41.3,FALSE
1002153,"Gormans Furniture, Inc.",RETAIL,SINGLE_LOCATION,0.0,1350.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,3/7/2025,TRUE,37.9,FALSE
1003135,Hutchison Fine Furniture,RETAIL,SINGLE_LOCATION,1770.0,1235.0,1,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,3/19/2020,FALSE,49.2,FALSE
1007836,"Karen Koester Interiors, LLC",RETAIL,SINGLE_LOCATION,114.5,1200.0,1,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,2/14/2020,FALSE,73.4,FALSE
1017252,Burlwick & Co.,RETAIL,SINGLE_LOCATION,10946.7,1106.0,16,3,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,11/16/2020,FALSE,52.2,FALSE
1007266,"Pine Tree Furniture and Lighting, Inc.",RETAIL,SINGLE_LOCATION,0.0,866.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/8/2025,TRUE,47.8,FALSE
1013295,Open Gate LLC,RETAIL,SINGLE_LOCATION,13236.8,691.5,13,3,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,11/7/2019,FALSE,44.0,FALSE
1006803,Earla's Interiors,RETAIL,SINGLE_LOCATION,0.0,595.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,9/13/2020,FALSE,42.4,FALSE
1004890,"Creative Interiors, Inc.",RETAIL,SINGLE_LOCATION,0.0,556.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,12/1/2020,FALSE,52.7,FALSE
1002333,"Kh Home, LLC",RETAIL,MULTIPLE_LOCATIONS,10215.94,551.56,11,6,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/27/2020,FALSE,48.0,FALSE
1008924,Studio J LLC,RETAIL,SINGLE_LOCATION,9701.0,460.0,7,2,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/21/2020,FALSE,39.0,FALSE
1035944,IOS,RETAIL,MULTIPLE_LOCATIONS,0.0,360.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,2/25/2025,TRUE,37.9,FALSE
1006279,Gray's Design Studio,RETAIL,SINGLE_LOCATION,2585.0,347.0,2,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/15/2020,FALSE,36.6,FALSE
1027843,Bay View Flooring,RETAIL,SINGLE_LOCATION,8578.3,335.0,1,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/10/2024,FALSE,28.7,FALSE
1006591,"KA Menendian, Inc.",RETAIL,SINGLE_LOCATION,0.0,80.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,6/29/2023,FALSE,48.6,FALSE
1025659,Italmoda,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/22/2024,FALSE,0.0,FALSE
1024582,Persimmon Avenue,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,5/24/2023,FALSE,0.0,FALSE
1035482,"Perlmutter-Freiwald, Inc",DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/19/2025,TRUE,18.5,FALSE
1037859,Jones-Keena,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/22/2025,TRUE,18.5,FALSE
1020131,Willa Gray Home,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/7/2021,FALSE,0.0,FALSE
1000335,Rugs By Design,RETAIL,SINGLE_LOCATION,1753.5,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/21/2021,FALSE,0.0,FALSE
1015376,Watson's of Dayton,RETAIL,MULTIPLE_LOCATIONS,1324.0,0.0,3,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/4/2020,FALSE,0.0,FALSE
1014919,The Granary Gift and Furniture,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,11/18/2019,FALSE,0.0,FALSE
1006849,"Smith Furniture Co, Inc.",RETAIL,SINGLE_LOCATION,1290.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/23/2021,FALSE,0.0,FALSE
1006575,The Rug Merchant (IN),RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/27/2020,FALSE,0.0,FALSE
1005521,Banfich Interiors,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/8/2020,FALSE,0.0,FALSE
1004263,HAUS Love,RETAIL,SINGLE_LOCATION,2963.32,0.0,5,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/16/2019,FALSE,0.0,FALSE
1002747,Jb's Furniture,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/9/2020,FALSE,0.0,FALSE
1002582,Rug Bazaar of West Chester,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/14/2021,FALSE,0.0,FALSE
1002473,Bloomington Interiors,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/28/2020,FALSE,0.0,FALSE
1038666,SKP Design,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/26/2025,TRUE,16.8,FALSE
1002020,Space Expressions Inc,RETAIL,SINGLE_LOCATION,1315.0,-394.5,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,11/17/2021,FALSE,0.0,FALSE
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - LOSING (FLOOR REMOVED): 65 accounts | 30724.38 revenue,,,,,,,,,,,,,,
(DESIGN segment + Not new in 2025),,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1013620,Jenni Egger Designs,DESIGN,DESIGNER_INDEPENDENT,11591.0,2364.0,6,4,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,11/20/2019,FALSE,68.5,TRUE
1007801,Mitsch Design,DESIGN,ARCHITECT_BUILDER,2256.0,2246.8,3,6,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,11/7/2019,FALSE,53.5,TRUE
1004893,Rariden Schumacher Mio and Co.,DESIGN,DESIGN_FIRM,1530.0,2042.0,3,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/24/2020,FALSE,50.6,TRUE
1007205,Abigail Hayden Interior Design,DESIGN,DESIGN_FIRM,795.0,2019.7,1,6,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,8/28/2019,FALSE,66.8,TRUE
1007123,The European Market,DESIGN,DESIGN_FIRM,3720.5,1995.0,4,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,8/12/2020,FALSE,38.7,TRUE
